time,seconds_elapsed,z,y,x
1728651076608886000,0.092885986328125,9.678999900817871,-1.434999942779541,-0.6380000114440918
1728651076618492200,0.1024921875,9.684000015258789,-1.4359999895095825,-0.5630000233650208
1728651076628097500,0.11209765625,9.677000045776367,-1.4780000448226929,-0.5789999961853027
1728651076637702700,0.12170263671875,9.73900032043457,-1.069000005722046,-0.41600000858306885
1728651076647307800,0.131307861328125,9.678000450134277,-1.4730000495910645,-0.5759999752044678
1728651076656913000,0.140912841796875,9.704999923706055,-1.3530000448226929,-0.3659999966621399
1728651076666518300,0.150518310546875,9.704999923706055,-1.3530000448226929,-0.36399999260902405
1728651076676123400,0.160123291015625,9.704999923706055,-1.3530000448226929,-0.36500000953674316
1728651076685727500,0.1697275390625,9.704999923706055,-1.3550000190734863,-0.36399999260902405
1728651076695332600,0.17933251953125,9.704999923706055,-1.3569999933242798,-0.3630000054836273
1728651076704937700,0.188937744140625,9.704000473022461,-1.3609999418258667,-0.36399999260902405
1728651076714542800,0.19854296875,9.704000473022461,-1.3609999418258667,-0.36399999260902405
1728651076724148200,0.208148193359375,9.704999923706055,-1.3600000143051147,-0.3630000054836273
1728651076733753300,0.21775341796875,9.704999923706055,-1.3580000400543213,-0.36500000953674316
1728651076743358500,0.2273583984375,9.704000473022461,-1.3600000143051147,-0.3700000047683716
1728651076752964400,0.23696435546875,9.70300006866455,-1.3660000562667847,-0.375
1728651076762570000,0.246570068359375,9.70199966430664,-1.3739999532699585,-0.37700000405311584
1728651076772175400,0.25617529296875,9.701000213623047,-1.3799999952316284,-0.37700000405311584
1728651076781780500,0.265780517578125,9.699999809265137,-1.3849999904632568,-0.3779999911785126
1728651076791385900,0.2753857421875,9.699999809265137,-1.3890000581741333,-0.38100001215934753
1728651076800990700,0.28499072265625,9.699000358581543,-1.3910000324249268,-0.3869999945163727
1728651076810596000,0.29459619140625,9.661999702453613,-1.6460000276565552,-0.3109999895095825
1728651076820201200,0.304201171875,9.657999992370605,-1.6710000038146973,-0.31200000643730164
1728651076829806300,0.313806396484375,9.656999588012695,-1.6720000505447388,-0.3149999976158142
1728651076839411700,0.32341162109375,9.656000137329102,-1.6759999990463257,-0.32600000500679016
1728651076849016800,0.333016845703125,9.657999992370605,-1.6670000553131104,-0.3230000138282776
1728651076858622000,0.3426220703125,9.656999588012695,-1.6699999570846558,-0.328000009059906
1728651076868227000,0.35222705078125,9.65999984741211,-1.652999997138977,-0.32600000500679016
1728651076877832200,0.361832275390625,9.65999984741211,-1.652999997138977,-0.3310000002384186
1728651076887437600,0.3714375,9.66100025177002,-1.6490000486373901,-0.3149999976158142
1728651076897042700,0.381042724609375,9.661999702453613,-1.6449999809265137,-0.3199999928474426
1728651076906647800,0.390647705078125,9.661999702453613,-1.6480000019073486,-0.3100000023841858
1728651076916253200,0.400253173828125,9.661999702453613,-1.6460000276565552,-0.31700000166893005
1728651076925858300,0.4098583984375,9.664999961853027,-1.6360000371932983,-0.2759999930858612
1728651076935463400,0.41946337890625,9.664999961853027,-1.6339999437332153,-0.27900001406669617
1728651076945068500,0.429068603515625,9.668000221252441,-1.6139999628067017,-0.2919999957084656
1728651076954674000,0.438673828125,9.670000076293945,-1.597000002861023,-0.31299999356269836
1728651076964279000,0.448279052734375,9.673999786376953,-1.5800000429153442,-0.28600001335144043
1728651076973884200,0.45788427734375,9.675999641418457,-1.5570000410079956,-0.3179999887943268
1728651076983489300,0.4674892578125,9.677000045776367,-1.562000036239624,-0.2879999876022339
1728651076993094400,0.477094482421875,9.677000045776367,-1.5540000200271606,-0.3070000112056732
1728651077002699800,0.48669970703125,9.675000190734863,-1.5729999542236328,-0.2750000059604645
1728651077012305000,0.496304931640625,9.675999641418457,-1.5700000524520874,-0.2770000100135803
1728651077021910000,0.505909912109375,9.675000190734863,-1.5759999752044678,-0.25099998712539673
1728651077031515400,0.515515380859375,9.677000045776367,-1.5670000314712524,-0.25
1728651077041120500,0.52512060546875,9.67300033569336,-1.597000002861023,-0.20100000500679016
1728651077050725600,0.5347255859375,9.67300033569336,-1.5989999771118164,-0.19599999487400055
1728651077060330800,0.544330810546875,9.67300033569336,-1.5989999771118164,-0.20600000023841858
1728651077069935900,0.553935791015625,9.67300033569336,-1.5980000495910645,-0.1979999989271164
1728651077079541200,0.563541259765625,9.67199993133545,-1.6019999980926514,-0.2070000022649765
1728651077089146400,0.573146484375,9.67300033569336,-1.597000002861023,-0.2029999941587448
1728651077098751500,0.58275146484375,9.670000076293945,-1.6180000305175781,-0.20399999618530273
1728651077108356900,0.59235693359375,9.668000221252441,-1.625,-0.20399999618530273
1728651077117961700,0.601961669921875,9.668999671936035,-1.6230000257492065,-0.18199999630451202
1728651077127567000,0.611567138671875,9.668000221252441,-1.6299999952316284,-0.17299999296665192
1728651077137172200,0.621172119140625,9.668000221252441,-1.6349999904632568,-0.14800000190734863
1728651077146777300,0.63077734375,9.666999816894531,-1.6410000324249268,-0.13699999451637268
1728651077156382700,0.6403828125,9.666000366210938,-1.6480000019073486,-0.12200000137090683
1728651077165987600,0.649987548828125,9.664999961853027,-1.6540000438690186,-0.11299999803304672
1728651077175593000,0.659593017578125,9.664999961853027,-1.6519999504089355,-0.10599999874830246
1728651077185198000,0.669197998046875,9.664999961853027,-1.6519999504089355,-0.10199999809265137
1728651077194803200,0.67880322265625,9.666000366210938,-1.6480000019073486,-0.09700000286102295
1728651077204408600,0.68840869140625,9.666000366210938,-1.6490000486373901,-0.09700000286102295
1728651077214013700,0.698013671875,9.666000366210938,-1.6510000228881836,-0.09200000017881393
1728651077223618800,0.707618896484375,9.666000366210938,-1.6510000228881836,-0.08900000154972076
1728651077233224000,0.717223876953125,9.663000106811523,-1.6699999570846558,-0.06599999964237213
1728651077242829000,0.7268291015625,9.661999702453613,-1.6749999523162842,-0.061000000685453415
1728651077252434400,0.736434326171875,9.661999702453613,-1.6759999990463257,-0.061000000685453415
1728651077262039600,0.74603955078125,9.66100025177002,-1.6790000200271606,-0.052000001072883606
1728651077271644700,0.755644775390625,9.65999984741211,-1.687999963760376,-0.03799999877810478
1728651077281249800,0.765249755859375,9.659000396728516,-1.690999984741211,-0.027000000700354576
1728651077290855200,0.774855224609375,9.656999588012695,-1.7029999494552612,-0.006000000052154064
1728651077300460300,0.784460205078125,9.656000137329102,-1.7089999914169312,0.0010000000474974513
1728651077310065400,0.7940654296875,9.654999732971191,-1.7130000591278076,0.012000000104308128
1728651077319670500,0.80367041015625,9.654999732971191,-1.7139999866485596,0.023000000044703484
1728651077329276000,0.81327587890625,9.654000282287598,-1.7200000286102295,0.032999999821186066
1728651077338881000,0.822881103515625,9.654000282287598,-1.7209999561309814,0.03999999910593033
1728651077348486100,0.832486083984375,9.654000282287598,-1.722000002861023,0.04500000178813934
1728651077358091300,0.84209130859375,9.654000282287598,-1.7209999561309814,0.050999999046325684
1728651077367696600,0.851696533203125,9.652000427246094,-1.7280000448226929,0.06499999761581421
1728651077377301800,0.8613017578125,9.652000427246094,-1.7300000190734863,0.07199999690055847
1728651077386907000,0.870906982421875,9.649999618530273,-1.7400000095367432,0.09000000357627869
1728651077396512000,0.880511962890625,9.64900016784668,-1.746000051498413,0.10000000149011612
1728651077406117000,0.8901171875,9.64799976348877,-1.7510000467300415,0.11800000071525574
1728651077415722200,0.89972216796875,9.647000312805176,-1.75600004196167,0.13300000131130219
1728651077425327600,0.90932763671875,9.645000457763672,-1.7660000324249268,0.14900000393390656
1728651077434932700,0.9189326171875,9.642999649047852,-1.7719999551773071,0.16500000655651093
1728651077444537900,0.928537841796875,9.640000343322754,-1.784000039100647,0.19499999284744263
1728651077454143000,0.93814306640625,9.637999534606934,-1.7929999828338623,0.21299999952316284
1728651077463748000,0.947748046875,9.63599967956543,-1.8009999990463257,0.24400000274181366
