time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1728651274231000000,197.715,45,1.5,2.3085780143737793,32.0989990234375,1.8825247287750244,82.12311553955078,73.19999694824219,13.4983105,52.5112016
1728651277707000000,201.191,45,1.5,2.3085780143737793,101.61900329589844,1.1518739461898804,81.97198486328125,73.19999694824219,13.4983611,52.511206
1728651282720000000,206.204,45,1.5,2.3085780143737793,201.87899780273438,0.5688123106956482,81.84025573730469,73.19999694824219,13.4983835,52.511208
1728651287855000000,211.339,45,1.5,2.3085780143737793,304.5790100097656,0.20810145139694214,81.56976318359375,73.19999694824219,13.4983775,52.5112076
1728651292757000000,216.241,0,1.5,2.3085780143737793,402.6189880371094,0.05830533429980278,0,73.19999694824219,13.4983639,52.5112064
1728651297781000000,221.265,0,1.5,2.3085780143737793,503.0989990234375,0.005282959900796413,0,73.19999694824219,13.4983521,52.5112055
1728651302784000000,226.268,0,1.5,2.3085780143737793,603.1589965820312,0.03360253944993019,0,73.19999694824219,13.4983427,52.5112047
1728651307812000000,231.296,0,1.5,2.3085780143737793,703.718994140625,0.046686459332704544,0,73.19999694824219,13.4983353,52.5112041
1728651312832000000,236.316,0,1.5,2.3085780143737793,804.1190185546875,0.052522800862789154,0,73.19999694824219,13.4983292,52.5112035
1728651317986000000,241.46999975585936,0,1.5,2.3085780143737793,907.198974609375,0.05466477572917938,0,73.19999694824219,13.4983242,52.5112031
1728651322889000000,246.373,0,1.5,2.3085780143737793,1005.2589721679688,0.05508153885602951,0,73.19999694824219,13.4983201,52.5112028
1728651327916000000,251.4,0,1.5,2.3085780143737793,1105.7989501953125,0.052999626845121384,0,73.19999694824219,13.4983167,52.5112025
1728651332939000000,256.423,45,1.5,2.3085780143737793,1000,0,0,73.19999694824219,13.5253149,52.4997785
1728651337962000000,261.44599975585936,0,1.5,2.3085780143737793,1000,0,0,73.19999694824219,13.5253149,52.4997785
1728651344546000000,268.02999975585936,45,1.5,1.9693491458892822,25.54400062561035,0,0,74.4000015258789,13.5123935,52.5064614
1728651349609000000,273.093,45,1.5,1.8916198015213013,26.67799949645996,1.5682770013809204,146.43502807617188,74.19999694824219,13.5125349,52.5063317
1728651354538000000,278.0219997558594,45,1.5,1.500315546989441,23.523000717163086,3.6037185192108154,120.17616271972656,74.0999984741211,13.5128962,52.506233
1728651359632000000,283.116,45,1.5,1.1661981344223022,20.600000381469727,2.6403536796569824,122.0293960571289,74.0999984741211,13.5130035,52.5061863
